Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA,AAPL,GOOGL,TSLA
Date,,,,,,,,,,,,,,,
2024-01-02,184.73497009277344,137.67092895507812,248.4199981689453,187.52132261231023,138.94630438637614,251.25,182.9935016661129,135.9870307924664,244.41000366210938,186.2376030973938,138.0495612625078,250.0800018310547,82488700,23711200,104654200
2024-01-03,183.35174560546875,138.41822814941406,238.4499969482422,184.973803899141,139.12567036509972,245.67999267578125,182.53573597559208,136.58487775890734,236.32000732421875,183.32189307602442,136.75426190549678,244.97999572753906,58414500,24212100,121082600
2024-01-04,181.02317810058594,135.89735412597656,237.92999267578125,182.19741821935423,138.65735304986882,242.6999969482422,179.99820064627082,135.85750529693797,237.72999572753906,181.261998363711,137.92002048142746,239.25,71983600,27137700,102629300
2024-01-05,180.2967071533203,135.23974609375,237.49000549316406,181.8690061871609,136.66458891457754,240.1199951171875,179.29163655398915,134.66183919892327,234.89999389648438,181.10277101042314,136.25606616421598,236.86000061035156,62303300,22506000,92379400
2024-01-08,184.65536499023438,138.33851623535156,240.4499969482422,184.6951784875532,138.50790038311104,241.25,180.6151605231867,135.76783318574974,235.3000030517578,181.20228054123743,135.79772361160872,236.13999938964844,59144500,21404000,85166600
2024-01-09,184.23741149902344,140.44090270996094,234.9600067138672,184.24735728099782,140.97896080972643,238.9600067138672,181.83915700040632,137.6510129285237,232.0399932861328,183.02335798455337,137.9997548525819,238.11000061035156,42841800,24759600,96705700
2024-01-10,185.2823028564453,141.76609802246094,233.94000244140625,185.49127057687537,142.48349867263119,235.5,183.02336513916433,140.40105118706725,231.2899932861328,183.45127673118873,140.49072246741957,235.10000610351562,46792900,21320200,91628500
2024-01-11,184.6852264404297,141.5668182373047,227.22000122070312,186.13811547472974,144.6954761563001,230.92999267578125,182.7248291738061,140.1320169897214,225.3699951171875,185.6305920580053,142.97172905920294,230.57000732421875,49128400,24008700,105873600
2024-01-12,185.01361083984375,142.13475036621094,218.88999938964844,185.8296205077815,142.68276683874566,225.33999633789062,184.2871739488164,141.3077616574565,217.14999389648438,185.1529277118819,142.15468238439635,220.0800018310547,40444700,18768600,122889000
2024-01-16,182.73477172851562,141.97532653808594,219.91000366210938,183.361690026594,143.82860876024412,223.49000549316406,180.04792262326768,140.93907454092556,212.17999267578125,181.27193705900044,141.4870909621475,215.10000610351562,65603000,22670500,115355000
2024-01-17,181.7893829345703,140.9590301513672,215.5500030517578,182.03816412329252,141.3276888947719,215.6699981689453,179.42099634332618,138.39830535616042,212.00999450683594,180.38626857032017,140.83946844078756,214.86000061035156,47317400,20968600,103164400
2024-01-18,187.71041870117188,142.96176147460938,211.8800048828125,188.217926944481,143.6891357400747,217.4499969482422,184.92406588558168,141.47715292408563,208.74000549316406,185.18279289864887,141.53693377797572,216.8800048828125,78005800,25746400,108595400
2024-01-19,190.62611389160156,145.85128784179688,212.19000244140625,191.01421197583775,145.9210270994899,213.19000244140625,187.89948151982946,143.85851173882352,207.55999755859375,188.4069897270921,144.21721204550573,209.99000549316406,68741000,33300700,102095800
2024-01-22,192.9447479248047,145.4626922607422,208.8000030517578,194.37773007418247,147.85401742312334,217.8000030517578,191.3226896328841,145.31322493579674,206.27000427246094,191.36250312836654,146.56868356917025,212.25999450683594,60133900,32200400,117952500
2024-01-23,194.2284698486328,146.50888061523438,209.13999938964844,194.79569832767794,146.64837432307408,215.64999389648438,192.88506035011693,144.9744498289976,207.75,194.06926140547006,145.36304052967063,211.3000030517578,42355600,21636100,106605900
2024-01-24,193.55177307128906,148.1628875732422,207.8300018310547,195.42261254918643,149.3087428568861,212.72999572753906,193.39254945946814,147.5650639155649,206.77000427246094,194.4672860626603,148.0034618497254,211.8800048828125,53631300,25233500,123369900
2024-01-25,193.22340393066406,151.32144165039062,182.6300048828125,195.31317233681816,152.4971874037259,193.0,192.1685739447696,148.99985577128933,180.05999755859375,194.2682881337411,149.52795540200455,189.6999969482422,54822100,29149100,198076800
2024-01-26,191.48191833496094,151.64028930664062,183.25,193.8105067973861,151.98901597789123,186.77999877929688,191.00426266727368,150.4645435827961,182.10000610351562,193.32290534776368,150.55423005590535,185.5,44594000,26115500,107343200
2024-01-29,190.7952880859375,152.9555206298828,190.92999267578125,191.2629979920715,153.22454965433968,191.47999572753906,188.65577567784422,150.88303170821908,183.6699981689453,191.07392183626405,151.51076103072688,185.6300048828125,47145600,27784300,125013100
2024-01-30,187.12326049804688,150.91293334960938,191.58999633789062,190.86493945980703,153.0651198773838,196.36000061035156,186.55604725857967,150.6439043322597,190.61000061035156,190.00913152540437,152.24808962231998,195.3300018310547,55859400,36331800,109982300
2024-01-31,183.5010223388672,139.59396362304688,187.2899932861328,186.18787167030365,143.47987070654617,193.97000122070312,183.45127824224116,139.3647834384674,185.85000610351562,186.12815142243116,143.10123840478371,187.0,55467800,71910000,103221400
2024-02-01,185.9490509033203,140.650146484375,188.86000061035156,186.03860850559406,142.5432777745924,189.8800048828125,182.92387770165894,140.2814725524416,184.27999877929688,183.09304712297666,141.60667053706408,188.5,64885400,40466500,91843300
2024-02-02,184.94395446777344,141.86572265625,187.91000366210938,186.41673495449575,142.10484603637684,188.69000244140625,178.3761245608121,136.00695658436337,182.0,178.9831513103476,138.75698188153785,185.0399932861328,102518000,62470600,110505100
2024-02-05,186.76502990722656,143.1610107421875,181.05999755859375,188.3273832549743,144.94455365415317,184.67999267578125,184.9340037750539,142.26426768504354,175.00999450683594,187.23273981487074,142.30413171637227,184.25999450683594,69668800,38505400,134294400
2024-02-06,188.37713623046875,143.57952880859375,185.10000610351562,188.38708201253658,144.83497231956045,186.49000549316406,185.8594715869018,142.67281200439112,177.11000061035156,185.94902917871246,144.12753009117665,177.2100067138672,43490800,29128200,122676000
2024-02-07,188.48660278320312,145.01431274414062,187.5800018310547,190.118606941087,145.09402561403104,189.7899932861328,187.69049986083044,143.41012734632514,182.67999267578125,189.71060210551596,144.23713126730334,188.17999267578125,53439000,25208900,111535200
2024-02-08,187.40191650390625,145.3829803466797,189.55999755859375,188.6159548348253,145.8014614926525,191.6199951171875,186.4366441977198,144.5759084791839,185.5800018310547,188.46669218310572,145.30326748025513,189.0,40962000,22563800,83034000
2024-02-09,188.1691436767578,148.46180725097656,193.57000732421875,189.30503301755343,148.9002203895404,194.1199951171875,187.3222021069975,145.65198588309397,189.47999572753906,187.96985257532495,146.15017986715765,190.17999267578125,45155200,26829500,84476300
2024-02-12,186.4752655029297,146.9971160888672,188.1300048828125,187.9897897322466,148.80057588309657,194.72999572753906,186.1165627960856,146.8376903646867,187.27999877929688,187.7406910525987,147.88390077456958,192.11000061035156,41781900,21564100,95498600
2024-02-13,184.37286376953125,144.6157684326172,184.02000427246094,185.53865891732192,146.14024101150272,187.25999450683594,182.84838113476025,143.17100872628671,182.11000061035156,185.10024282819998,144.3965618340097,183.99000549316406,56529500,27837700,86759500
2024-02-14,183.48606872558594,145.41287231445312,188.7100067138672,184.8610982078661,145.9907791994086,188.88999938964844,181.78224238811126,143.5695483675491,183.35000610351562,184.6518638454696,145.5523660312579,185.3000030517578,54630500,22704200,81203000
2024-02-15,183.19712829589844,142.2543182373047,200.4499969482422,183.82486181575325,143.00160923320863,200.8800048828125,180.69618309757163,139.9526644025084,188.86000061035156,182.88824837462906,142.62297693010822,189.16000366210938,65434500,37590700,120831800
2024-02-16,181.65269470214844,140.012451171875,199.9499969482422,184.18354546694673,142.6728054053805,203.1699981689453,181.0150027746939,139.6338188527591,197.39999389648438,182.75869330174024,142.47353083877866,202.05999755859375,49701400,31451100,111173600
2024-02-20,180.90541076660156,140.6102752685547,193.75999450683594,181.77226924950583,141.56681447608818,198.60000610351562,179.3510375405212,138.9861731026745,189.1300048828125,181.134577279735,139.15555724494791,196.1300048828125,53665600,25144700,104545800
2024-02-21,181.66268920898438,142.0351104736328,194.77000427246094,182.23062628266825,142.17460418355395,199.44000244140625,180.00867035619171,140.17185460093927,191.9499969482422,181.28405435734408,140.93907760734248,193.36000061035156,41529700,23315700,103844000
2024-02-22,183.70526123046875,143.56954956054688,197.41000366210938,184.29314557915657,144.47626632914975,198.32000732421875,181.80215916466838,142.28421567385627,191.36000061035156,182.81847067506192,144.40651186833028,194.0,52292200,27191900,92739500
2024-02-23,181.86196899414062,143.4400177001953,191.97000122070312,184.37287274793326,144.15740304546077,197.57000732421875,181.5730060105222,142.91191809295157,191.5,184.34298212256263,143.15105667715588,195.30999755859375,45119700,19493800,78841900
2024-02-26,180.50686645507812,137.0731201171875,199.39999389648438,182.10108884357552,141.92552536635725,201.77999877929688,179.99869543060538,136.89376235078677,192.0,181.5829745492965,141.6266058914734,192.2899932861328,40867400,53641800,111747100
2024-02-27,181.9715576171875,138.3783721923828,199.72999572753906,183.25690001064538,138.74703089223482,205.60000610351562,178.9126187804792,136.5948291340012,198.25999450683594,180.4470750372319,137.5214778925495,204.0399932861328,54318900,33099200,108645400
2024-02-28,180.7659149169922,135.8874053955078,202.0399932861328,182.45978277503792,137.511507557848,205.3000030517578,179.48057251285755,134.92090778300894,198.44000244140625,181.8519814326113,137.4019042655953,200.4199981689453,48953900,37328600,99806200
2024-02-29,180.09832763671875,137.95989990234375,201.8800048828125,181.91177314365308,138.35844905187955,205.27999877929688,178.88272498353265,135.90732769157543,198.4499969482422,180.6164570963822,136.7841540649648,204.17999267578125,136682600,42133000,85907000
2024-03-01,179.01226806640625,136.6446533203125,202.63999938964844,179.87912655443867,138.36840034880373,204.52000427246094,176.74048946042234,136.42544673822982,198.5,178.9026640457765,137.9299871846384,200.52000427246094,73488000,31119500,82099200
2024-03-04,174.4687042236328,132.86834716796875,188.13999938964844,176.26220237846417,135.17000103766665,199.75,173.16341449891394,131.43354600148837,186.72000122070312,175.51490641269265,135.17000103766665,198.72999572753906,81510100,55999400,134334900
2024-03-05,169.50665283203125,132.1907958984375,180.74000549316406,171.4197287337638,132.75874436377524,184.58999633789062,169.00845550750375,130.1980198718621,177.57000732421875,170.14434479927544,131.40365605755701,183.0500030517578,95132400,40194800,119660800
2024-03-06,168.51026916503906,130.9253692626953,176.5399932861328,170.6226362972693,133.09750287827276,181.5800018310547,168.07185305827852,130.37736805851614,173.6999969482422,170.44327734278693,132.63915773615787,179.99000549316406,68587700,35318600,107920900
2024-03-07,168.3907012939453,133.89462280273438,178.64999389648438,170.1144598371159,134.4525976438854,180.0399932861328,167.8825454793763,131.1346238166757,173.6999969482422,168.5401544147667,132.31035434571908,174.35000610351562,71765100,37738200,102129000
2024-03-08,170.1144561767578,134.92091369628906,175.33999633789062,173.0737495355564,137.59122645558892,182.72999572753906,168.33091642363513,133.5160028532053,174.6999969482422,168.39069767067738,133.7252510398313,181.5,76114600,39343100,85315300
2024-03-11,172.12718200683594,137.1727294921875,177.77000427246094,173.75131021022753,138.59757218986644,182.8699951171875,171.42970876738985,135.6382987137455,174.8000030517578,172.31649942978052,135.6382987137455,175.4499969482422,60139500,32437800,85391500
2024-03-12,172.60543823242188,137.99974060058594,177.5399932861328,173.40255698056936,138.87656692228538,179.42999267578125,170.39344092810595,136.53504899669008,172.41000366210938,172.52572483722957,136.53504899669008,177.77000427246094,59825400,27563400,87391700
2024-03-13,170.51303100585938,139.28506469726562,169.47999572753906,172.56560166885345,140.58037207166473,176.0500030517578,170.14435462584885,138.48796650102636,169.14999389648438,172.14711771653415,138.4979249071936,173.0500030517578,52488700,23347200,106524500
2024-03-14,172.37628173828125,142.5831298828125,162.5,173.68155635236576,143.07135027588964,171.1699981689453,171.4297098215142,139.95266615248607,160.50999450683594,172.286609864896,140.68002514056542,167.77000427246094,72913500,42753400,126325700
2024-03-15,171.99765014648438,140.6700439453125,163.57000732421875,171.99765014648438,142.66281985185842,165.17999267578125,169.6760486454164,139.52420388051803,160.75999450683594,170.5528808562992,141.98528334139613,163.16000366210938,121664700,49460600,96971900
2024-03-18,173.0936737060547,147.14657592773438,173.8000030517578,177.0692936926196,151.6004316065011,174.72000122070312,172.89439782384204,146.63842350936574,165.89999389648438,174.9370098250161,148.07322469496503,170.02000427246094,75604200,69273700,108214400
2024-03-19,175.4451904296875,146.49893188476562,171.32000732421875,175.97327843397125,148.25256935681344,172.82000732421875,172.40618338367324,145.55236629021525,167.4199981689453,173.7114580811964,147.6248552319126,172.36000061035156,55215200,24070400,77271400
2024-03-20,178.0258331298828,148.2027587890625,175.66000366210938,178.0258331298828,148.3223204856581,176.25,174.45873840154812,146.20998275953795,170.82000732421875,175.08647190626633,147.46542618481558,173.0,53423100,21311500,83846700
2024-03-21,170.75213623046875,147.06687927246094,172.82000732421875,176.85008146724155,149.82686316822054,178.17999267578125,170.2240483134294,146.36939548869663,171.8000030517578,176.41166541450514,148.93012002291613,176.38999938964844,106181300,24755600,73178000
2024-03-22,171.6588592529297,150.22543334960938,170.8300018310547,172.42608734653942,151.0325052525323,171.1999969482422,169.44686204033275,148.44189019287876,166.3000030517578,171.14072980755137,148.58138391432624,166.69000244140625,71106600,29175700,75454700
2024-03-25,170.23403930664062,149.5279541015625,172.6300048828125,171.32010587263267,149.8368319482388,175.24000549316406,168.83907761478048,147.28608110690303,168.72999572753906,169.9550500090239,149.3984187966953,168.75999450683594,54288300,19229300,74228600
2024-03-26,169.09814453125,150.1257781982422,177.6699981689453,170.80197088667242,151.71003147002185,184.25,168.96860836017046,149.43826804536724,177.3800048828125,169.38709229314748,149.67740663878985,178.5800018310547,57388400,22149100,113186200
2024-03-27,172.68515014648438,150.32504272460938,179.8300018310547,172.97411310204996,151.09226569075258,181.91000366210938,169.49669038501753,148.3621572785026,176.0,169.79561181348092,150.63392055153534,181.41000366210938,60273300,22879200,81804000
2024-03-28,170.8617401123047,150.3848419189453,175.7899932861328,171.60903605513778,150.88303594669563,179.57000732421875,169.89523614327186,149.6275924700879,175.3000030517578,171.13077090878156,150.3051442537394,177.4499969482422,65672700,24485400,77654800
2024-04-01,169.4169921875,154.92837524414062,175.22000122070312,170.6325949561908,155.1774722435792,176.75,168.86897205345468,150.0659969499238,170.2100067138672,170.5728137058907,150.14570981418507,176.1699981689453,46240500,31730800,81562100
2024-04-02,168.23126220703125,154.00173950195312,166.6300048828125,168.7294595117456,154.14123322526856,167.69000244140625,167.62346088712874,151.60044057575317,163.42999267578125,168.4704023866532,152.94557056775412,164.75,49329500,24586000,116650600
2024-04-03,169.03836059570312,154.3604278564453,168.3800048828125,170.0646459557495,154.5198535860717,168.82000732421875,167.9722261359459,152.17833569366672,163.27999877929688,168.18146051603773,153.04520359621367,164.02000427246094,47691700,24705000,82950100
2024-04-04,168.21136474609375,149.98629760742188,171.11000061035156,171.30017927084614,154.21098857209273,177.19000244140625,168.21136474609375,149.90658473597423,168.00999450683594,169.67605100414067,152.9455714438344,170.07000732421875,53704400,34724700,123162000
2024-04-05,168.96861267089844,151.9491729736328,164.89999389648438,169.77568993392828,152.86584812713113,170.86000061035156,168.3408791535302,149.05965379855488,160.50999450683594,168.97857114439864,149.48809334917573,169.0800018310547,42055200,23449300,141250700
2024-04-08,167.84268188476562,154.29067993164062,172.97999572753906,168.58997789957206,154.70916104563747,174.5,167.6334475147346,152.0587654533173,167.7899932861328,168.42059262733576,152.22814958014885,169.33999633789062,37425500,20702000,104423300
2024-04-09,169.0582733154297,156.0343780517578,176.8800048828125,169.46679875844995,157.9872901575065,179.22000122070312,167.74304032326918,154.62946722230032,171.9199981689453,168.09176931793073,155.5262104050272,172.91000366210938,42451200,31113000,103232700
2024-04-10,167.17507934570312,155.57601928710938,171.75999450683594,168.48035379673388,156.04432285610454,174.92999267578125,166.50749680982383,154.12128614016555,170.00999450683594,168.19140606177325,155.6457737437859,173.0399932861328,49709300,22838600,84532400
2024-04-11,174.40892028808594,158.83421325683594,174.60000610351562,174.8274194382653,159.10322706769728,175.8800048828125,167.55373514215378,155.89487172481208,168.50999450683594,167.73307888899373,156.34324327992178,172.5500030517578,91070300,27166400,94516000
2024-04-12,175.91348266601562,157.1602783203125,171.0500030517578,177.71695459263955,159.64128996632022,173.80999755859375,173.58192277868224,156.57241303671086,170.36000061035156,173.63173034934167,157.3894585118247,172.33999633789062,101593300,25329200,64506600
2024-04-15,172.0673828125,154.3006591796875,161.47999572753906,175.9931798985106,158.664843849483,170.69000244140625,171.8780654093003,154.0316301401818,161.3800048828125,174.7277545222084,158.28621151267316,170.24000549316406,73531800,27136500,100245300
2024-04-16,168.7693328857422,153.84230041503906,157.11000061035156,173.13353117115574,155.0877854093437,158.19000244140625,167.6633342016507,152.87580284316473,153.75,171.1307833718662,153.63306745005346,156.74000549316406,73711200,20779500,97000000
2024-04-17,167.39430236816406,154.908447265625,155.4499969482422,170.0347421275801,156.5126325919776,158.3300018310547,167.39430236816406,154.02166253265213,153.77999877929688,168.99849837401,155.05789938771466,157.63999938964844,50901200,21763100,82439700
2024-04-18,166.437744140625,155.4464874267578,149.92999267578125,168.0319815519269,156.37313617874938,152.1999969482422,165.94952052629202,154.06150870581618,148.6999969482422,167.4241802492927,154.7789092868179,151.25,43122900,19883000,96098800
2024-04-19,164.40512084960938,153.53341674804688,147.0500030517578,165.80006730864108,155.79522166897988,150.94000244140625,163.48843957599198,151.74988899343913,146.22000122070312,165.610765092168,155.63579594687147,148.97000122070312,67772100,32239100,86005100
2024-04-22,165.24208068847656,155.7155303955078,142.0500030517578,166.65695922918923,157.07061881394438,144.44000244140625,164.17594634744867,153.50354760653522,138.8000030517578,164.9232423149658,153.75264463048552,140.55999755859375,48116400,26446200,107097600
2024-04-23,166.29824829101562,157.6883544921875,144.67999267578125,166.44771659935518,158.39579663975618,147.25999450683594,164.32539129188558,155.71551057070164,141.11000061035156,164.75384886459605,156.3930622954958,143.3300018310547,49537800,21151600,124545100
2024-04-24,168.41062927246094,158.55523681640625,162.1300048828125,168.68961856026672,158.99364999529317,167.97000122070312,165.61076271741103,156.60230952963957,157.50999450683594,165.93955957507254,156.92116100653016,162.83999633789062,48251800,22779100,181178000
2024-04-25,169.27749633789062,155.43653869628906,170.17999267578125,169.9949017439694,155.9247743232095,170.8800048828125,167.54376407257087,150.32506303936958,158.36000061035156,168.91879363485126,150.78340824052708,158.9600067138672,50558300,57109700,126427500
2024-04-26,168.6896209716797,171.3289337158203,168.2899932861328,170.72225941243215,174.0789746497095,172.1199951171875,168.57004327249933,169.03723800547138,166.3699951171875,169.26753170576032,173.7401911350597,168.85000610351562,44838400,64665300,109815700
2024-04-29,172.8744659423828,165.5498504638672,194.0500030517578,175.39534310552878,168.93757858850364,198.8699951171875,172.47591417733986,164.6132585695745,184.5399932861328,172.74492977704497,168.4493430236542,188.4199981689453,68169400,45610000,243869700
2024-04-30,169.7158966064453,162.19204711914062,183.27999877929688,174.35909916149876,167.49283889377236,190.9499969482422,169.38708455902474,162.01270456618366,182.83999633789062,172.70508045160457,165.01182715214094,186.97999572753906,65934800,33562900,127031800
2024-05-01,168.6896209716797,163.2681427001953,179.99000549316406,172.08733045132695,166.51636219465024,185.86000061035156,168.50030355143892,162.50091966243357,179.00999450683594,168.96861026347364,163.7065558646306,182.0,50383100,33493200,92829700
2024-05-02,172.4061737060547,166.01817321777344,180.00999450683594,172.7947670308616,166.12777651220736,184.60000610351562,170.27388965643632,163.2980380787729,176.02000427246094,171.8880442050533,164.19478124874115,182.86000061035156,94214900,24294500,89148000
2024-05-03,182.71884155273438,166.63592529296875,181.19000244140625,186.32578503963057,167.35332582922283,184.77999877929688,182.0014362443012,162.46105737339033,178.4199981689453,185.9770408577792,166.95476152926307,182.10000610351562,163224100,34662400,75491500
2024-05-06,181.05487060546875,167.49282836914062,184.75999450683594,183.53588344480866,167.53267719940203,187.55999755859375,179.76951304919194,165.43029791768583,182.1999969482422,181.69256254536748,166.85514065923815,183.8000030517578,78569700,21871300,84390300
2024-05-07,181.7423858642578,170.63143920898438,177.80999755859375,184.23337259597065,171.13959159841556,183.25999450683594,180.66629297548113,167.78176901755162,177.39999389648438,182.78860333233249,167.8913723019788,182.39999389648438,77305800,28039700,75045900
2024-05-08,182.08116149902344,168.76820373535156,174.72000122070312,182.40997355379537,169.53541154611568,176.05999755859375,180.79580390275353,168.13051602565162,170.14999389648438,182.19076551728074,168.3895714314542,171.58999633789062,45057100,19569100,79969500
2024-05-09,183.90457153320312,169.3461151123047,171.97000122070312,183.9942434045937,170.07347411221014,175.6199951171875,181.4534339554284,167.57253044363202,171.3699951171875,181.90180851615733,168.77816664131814,175.00999450683594,48983000,15346700,65950300
